id,text,score
288,这位是湖北省理科状元，本科北大物理学，博士上财经济学,-1
289,一、入门阶段：培养经济学直觉适用人群： 零基础本科生或跨专业学生 核心目标： 建立对经济学思维的基本认知，熟悉“稀缺性”“机会成本”“边际分析”等核心概念。推荐书目1.《经济学原理》（曼昆）推荐理由： 全球畅销的入门教材，案例丰富，语言通俗，用“十大原理”串联起微观与宏观框架。配套建议： 搭配 MIT 的《Marginal Revolution University》视频课程（免费）食用更佳。2.《贫穷的本质》（班纳吉&迪弗洛）推荐理由： 诺奖得主以田野实验解析发展经济学，适合用现实问题激发兴趣，避免被理论劝退。3.《小岛经济学》（希夫兄弟）推荐理由： 通过寓言故事讲解货币、贸易等宏观…学必备数学工具，手把手推导教学。三、高阶阶段：研究导向的专业化适用人群： 研究生或计划读博的本科生 核心目标： 攻克高级理论，接触学术前沿，掌握研究工具。1. 微观进阶《微观经济理论》（MWG）被誉为“微观圣经”，需提前掌握实分析基础，慎入！《博弈论基础》（吉本斯）精炼版博弈论教程，适合快速上手机制设计等课题。2. 宏观进阶《递归宏观经济理论》（萨金特&扬奎斯特）DSGE 模型的奠基之作…国家统计局、World Bank、CEIC、CHFS等P.S. 避坑指南警惕沉迷“通俗读物”：《货币战争》《21世纪资本论》等书娱乐性＞学术性，不可替代教材。勿盲目追求“高级”：跳过中级直接读 MWG 可能摧毁信心，数学基础决定学习上限。实证研究 ≠ 跑回归：因果识别、数据清洗、稳健性检验的实际难度远超课本案例。评论区欢迎交流：你的第一本经济学启蒙书是哪本？ （原创内容禁止转载，引用请私信授权）,-1
290,个人感觉具有相当的进步意义，但是也要警惕带来的风险。先说进步意义。长期以来经济类的本科生是几乎没有研究能力的。一部分原因是理论基础的薄弱，另一部分原因是研究工具的缺失。因而，长期以来，本科毕业论文充斥着大量想当然的、拍脑袋的、胡说八道的、岂有此理的奇怪东西，我相信每个参与过本科甚至研究所毕业论文答辩的老师都深有体会。而DiD模型开始在本科论文中出现，实际上反映了本科生在研究工具上的进步：已经可以使用一些因果推断的工具进行可能更加严谨的研究，论文的规范化也相比之前有了更大的进步。实际上，这一进步的主要原因一方面是因果推断工具在经济学的大范围使用，另一方面也是经济类师资水平的提升。就在去年，教育部…我还看到有“专家”以“只用了固定效应，没有做随机效应和Hausman检验”为理由给学生低分。平时看到的（特别是统计学专业的学生）论文中，也充斥着多重共线性的检验、异方差的处理、逐步回归法等老掉牙的东西。现在本科生能使用DiD做研究，是明显的进步，同时也是指导教师水平更高的体现。此外，DiD这一类因果推断的模型显然对于逻辑的培养是更好的。简单的线性回归、相关关系为什么不能被解释为因果，DiD的结果是…后，就认为自己会实证研究了，拿着一把锤子到处找钉子，以为这就是经济学研究的全部，一叶障目，除了培养了更多的reg monkey之外，好像没有什么好处。其次是，DiD这种研究范式，往往会让人为了“平行趋势”而“不择手段”，这对于一个研究者的培养来说是更加毁灭性的。最近也陆陆续续出现中文顶刊撤稿的事件，也非常值得所有研究者警惕。长此以往，如果不对这股风潮加以引导，也难免会出现更多的方法高级的学术垃圾。,-1
291,学习到特定阶段，会陷入智力阵痛的。我“三跨”复习三个月极限上岸（虽然是一般学校），还是有些经验的。八字真言：停止接收，开始构建。在一个复杂的城市里探索，就得先从主干道出发。而经济学的主干道，只有一个名字，那就是稀缺（Scarcity）。经济学的所有理论，无论多么复杂，都是从这个原点出发的。因为资源是稀缺的，所以我们必须做出选择（Choice）。因为要做选择，就必然会产生成本（Cost），尤其是那个最核心的概念——机会成本。而为了让选择变得更优，我们就需要一个分析工具，那就是边际分析（Marginal Analysis）。这就是经济学的骨架。稀缺是前提，选择是问题，成本是代价，边际是方法。现在，…。于是，供给、需求、市场均衡这些概念，就自然而然地出现了。它们不是孤立的知识点，它们是“个体选择”这个故事的不同章节。宏观经济学，则是将镜头拉远，观察由无数个体选择构成的总体呈现出什么状态。为什么整个社会的产出会周期性波动？为什么所有商品的价格会普遍上涨（通货膨胀）？为什么会有很多人同时找不到工作（失业）？宏观经济学试图回答这些问题。它讨论的，是当整个系统出现问题时，一个更强大的力量——政府——应…，所以他提出，需要政府这只“看得见的手”来弥补市场的缺陷。所以，请停止像收藏家一样囤积知识的碎片。你要像一个侦探一样，开始寻找它们之间的因果链条。你要做的，不是去“复述”知识，而是去“叙述”一个故事。这个故事的主题是“人类社会如何应对稀缺”。当你能够用自己的语言，将“边际效用递减”和“量化宽松”这两个看似遥远的概念，都安放在这个宏大的故事线索中时，你脑中的浆糊，就会凝固成一张清晰、立体_的思想地图。,-1
292,4个月了，重返知乎……首先实名反对 @Richard Xu，虽然他吐槽得很有道理，但是被他这么一吐槽，我想正经写都不知道该怎么写了。=============================理顺心情的分割线=============================厚着脸皮来回答你，正经地。我不管其他学科怎么样，就说经济学，你所说的 “现在看来经济学很鸡肋，因为简单的经济学知识稍微读点书的人都明白，深奥点的知识又用不到” 我是90%赞同的。计算机本科毕业去了IT公司；翻译专业本科毕业去当了翻译；学建筑的毕业去了设计院；学土木的毕业了去工地搬砖；广告专业毕业去给人设计广告；学教育的毕业当了老师；学…学这些是干啥的呢？告诉你统计科学里面的基本常识、逻辑，统计标准。你可能会学到工具变量、异方差、自相关等等名词，但是最终也就落得个一知半解，例如你最终很可能并不知道具体该选什么样的工具变量来解决内生性问题，因此依然无法区别相关性和因果性……但进入社会之后统计学至少比经济学理论更实用。学完了以上的东西，你唯一能够知道的仅仅是经济学以及和经济学相关的的一些已经被社会大众通过生活验证了千万遍的基本原理，距…是他们凭借着他们的知识，他们做出的分析和预测的准确性，的的确确比不具备这些知识的人高得多。这些年来各个领域经济学家在学术界以外的就业岗位越来越多，也算是个市场的选择吧。最后正面回答题主的问题：经济学是不是一个比较鸡肋的专业？是的。如果你进大学是为了学一门谋生的技能，那么经济学绝对符合“鸡肋”这个定义。但是，如果以这个作为考量的标准，如果不是因为那个毕业证，对于大部分人而言，大学本科本来就挺鸡肋的。,-1
293,经济学作为社科鄙视链最顶端的学科，其严谨性来源于对数据的要求和对因果识别方法的要求。经济学在我乎经常被“耀祖”们批为纯文科，那些可能高中都没念完的人，知道一句：对照实验和控制变量，就开始批经济学无法做实验所以经济学研究都是胡扯。但是你再看这些人分析问题的时候从来不知道控制变量，真的是张口就来。什么叫做经济学找不到工作，这个学科还有什么意义？你们都是这么思考问题的吗？你是北大光华，清华经管的经济学找不到工作，还是垃圾二本的经济学找不到工作？这是一个概念吗？你是经济学本科生，还是硕士生，还是博士生找不到工作，这是一回儿事儿吗？你说的找不到工作是月薪3000的找不到，月薪5000的找不到，月薪100…的愚蠢配得上他们的苦难。你如果觉得找不到工作是经济学的锅，那说明你没学明白经济学，你根本不会思考问题。你真学明白了经济学你就知道问题出在哪儿了？但是再说下去我回答就要没了。以上原回答——————————————我教大家一个最简单的办法判断一个人是不是真的经济学科班出身，还是假民经装专业人士在知乎上吹逼的。（这个方法也适用于鉴别其它领域的民科）1.告诉你要去读几百年前的原著的例如他们会列出许多名字装…决了吗？这些人完全忽视现代经济学理论为全世界经济发展做出的突出贡献，也忽视实际上是政客在操纵国家的事实，仿佛只要有一个人过得不如意了，屎盆子就要扣到经济学头上。最后，判断一个人是不是有脑子的最基本方法就是看他讨论问题时候的逻辑性。太多人在我评论区一通输出，特别忙，但是不知道在忙什么。很多时候我都气笑了，我不知道该怎么回复，因为这些人左右脑互搏，前言不搭后语，总之都是你们经济学的锅，经济学就是垃圾。,-1
294,真实的经济学门槛高得很，高到：“经济学需要文脉”。说到“文脉”，就需要说“此间再无六耳闭门相授”，文脉在社会上就是：师生搭档➕同门师兄弟搭档➕师兄妹夫妻搭档➕代际的父子搭档。读书多➕去的地方多➕见流派多，对方一开口就知道他的渊源。《隋唐演义》里程咬金费劲吧啦在梦里悟到的那三板斧，在遇到打遍天下无敌手人时。对方轻蔑地质问程咬金：“天罡36板斧！你咋不使全，学徒时的混混，被师傅赶出门，师傅没教你的，我好好的教你。”虽然我经济学才识没到“无敌孤独”的程度，有些人经济才识一张口，我就能大概知道他渊于何处。不是我对当今世界“经济学圈”每个人都了如指掌，而是我了解“世界文脉”。接下来说的几个文脉如果没有质…析➕构建经济工程模型”，而是本属于二流三流的经济才华，却被他们视若“经济大才华”。这六个，严格意义上说是没有经济学的。经济学需要“文脉”，只有在向小白诠释时，才会用到：罗列经济➕富有逻辑的镶嵌经济➕统计➕分析➕经济工程模型推演展望。现实中各行各业的“术数”，为了小白也好，为了炫技也好，到处都是，“文脉”可不是到处都是。现实中只要能称为“大学”的院校，它都有经济学系，然而现实社会只认头部那几个，是因…脉”。被人们普遍认为，查理德•卡蒂隆后边的新起之秀亚当斯密，人是英国的不假，但是经济学“文脉”法国的。没办法！哪个历史期，法国文化昌盛。法国文化先一骑绝尘，再后边就是德国追赶上来，再后边就是现在的美国（美国贵在移民）。这就是欧美多出经济学家的原因。一个人想摸到经济学文脉，没有师承——文化老师，这是不可能的，注定他摸不到经济学文脉的。这也是我为什么说：想学《经济学》，多读点哲学，补补文化老师的缺失。,-1
295,我觉得经济学是社科中最不无聊的专业，因为他是经济学帝国主义，几乎包含一切。但是经济学跟其他社科在价值观上有较大的区别，经济学是绝对的功利主义取向，人作为一种要素存在，工具性很强。大学的专业对人的塑造还是很强的，经济学或者法学这种学多了容易没人性的学科，跟新闻、社会这种比较理想主义的学科还是很不一样的。,3
296,很简单，因为本来就没有什么微观和宏观之分。都是希克斯和萨缪尔森他们那批学者，为了把本质上是两套范式的新古典经济学和凯恩斯经济学，强行放进一个体系里，让经济学这个学科稍微看起来像一点“科学”，而玩的一些文字游戏。微观经济学可以一以贯之，因为它从来就是新古典经济学本身。使用的数学方法是边际分析，关注经济的交换过程，以均衡态为经济分析的基点。它在方法论上是个体主义的，因而实际上不承认存在所谓的加总谬误。这也就导致从这个范式出发，其实不需要区分“微观”和“宏观”，因为宏观就是微观的加总，理论上二者均衡结果应该一致。宏观经济学的情况要复杂很多，这是因为它本身就源于一场对新古典经济学的战争：一个叫凯恩斯的…是一位熟悉经济学说历史的学者，这使得他不清楚的知道该向何处寻求支持（那些帮助他写作的学者，斯拉法，卡莱茨基，琼罗宾逊，卡恩，实际上对他施加了诸多古典政治经济学的影响，因而在其作品中留下了许多相关的线索，但那就是另外一个故事了）。最终的结果是，为了解决凯恩斯为经济学家们所提出的客观难题，以希克斯为开端，一群新古典经济学家借口重新解读凯恩斯的经济学思想，开始设计新模型来解释过去新古典模型所解释不了的诸…斯主义-新凯恩斯主义这个思维路线。微观和宏观经济学的状态区别可以视为是经济学整个学科状态的一种写照：一方面，新古典和一般均衡分析的基本思想，在大多数领域仍然占据着无可争议的统治地位；另外一方面，凯恩斯所发起的经济学革命虽然完全没有动摇新古典经济学的统治地位，但是却也给它留下了终身的阴影。一代又一代的新古典经济学家，为了回应凯恩斯的诘问，不得不相互争辩，去尝试解决那些它们范式注定解决不了的重大问题。,3
297,内容提要：近年，部分学者如梁海明、王玉柱等人将经济学划分为西方经济学和中国经济学，认为西方经济学无法解释中国经济，推崇与西方经济学割裂的“中国经济学”，与伪史论反智倾向相似。经济学具普适性，非意识形态划分，拒绝人类文明的共同财富——经济学，可能阻碍中国学术创新，导致经济政策脱离科学依据，危及经济稳定。一、越来越多的人哗众取宠，发表经济学不能解释中国经济的伪科学言论。7月12日的《文汇报》发表了丝路智谷研究院院长梁海明的评论文章，认为西方经济学理论难以有效解释中国经济发展逻辑，因其忽视了中国独特的制度背景与政策实践。他指出，中国采取“生产超前型”增长模式，通过产业能力先行带动消费升级和技术进步，…误导公众，与科学追求真理的初衷相悖。三、经济学若步伪史论后尘，将使中国政策制定脱离科学依据，影响中国的经济稳定与发展。将经济学人为划分为“西方经济学”和“中国经济学”，并认为西方经济学无法解释中国经济问题，这种观点与西方伪史论一样具有反智倾向，其根源在于对科学知识体系的误解、意识形态的过度干预以及缺乏严谨学术依据的推论。以下从多个维度分析这一现象的本质及其反智特性。第一，经济学作为一门研究人类经济…实践中不断为更新和发展经济学而贡献力量。像制度经济学的三位学者一样，在经济学中留下中国人的聪明才智。而不应该非全盘否定、人为脱离甚至废弃人类共同文明中的经济学。伪史论的泛滥已导致历史研究失真，经济学若步其后尘，可能使政策制定脱离科学依据，影响经济发展。总之，将经济学划分为“西方”和“中国”，认为前者无法解释后者，与伪史论一样反智，均是对人类共同知识遗产的误用，亟需学术界以理性回应。【作者：徐三郎】,2
298,我来告诉各位，为什么原神玩家要驳斥这些东西。1，题目链接的公众号文章，本身带有恶意引导的倾向性不管你是什么论文，在这个以计量经济学为名号的公众号文章里，存在这样的定论，请问题目下狂洗的答主们，你们怎么好意思的？欺负游戏玩家要他们背上这种黑锅？不反驳是人？2，论文作者对自己选取的变量一无所知，乃至于引用的信息错漏百出，而公众号的编辑，算是懂学术圈的人士，他都默认论文作者了解原神才选取它作为变量，可见有些事并不像知乎用户说的那样无关紧要。3，题目下一些答主洗地说就算对原神的基本信息全是错误，也不影响论文作者的研究。好，请看：那么，本问题下有些答主和论文作者一定不知道，原神是全平台游戏，绝大部分时间…它是pc游戏ps游戏，不只是移动app。论文里对大学生进行的追踪考察了原神公测后对大学生使用移动app时间的影响。那么，我们不去质疑作者使用高深的计量经济学知识回归出来的数据和结论，就说作者选取了一个绝大部分时间里可以是pc游戏的游戏，来研究其对大学生手机app使用时间的影响，原神作为这个变量，存在着如此巨大而不可控的干扰，这一层因素，作者有考虑过合适吗？4，知乎该提问本身经过了修改。原论文我下载…认为原神是被讨论的对象，如今，结合我第3点，各位看到这个题目不觉得很幽默吗？如果有些知乎用户认为，一个全平台游戏，其在手机上被使用的时间存在巨大干扰因素的情况下都不影响论文的严谨性，那我也就不用再说大学生使用app在2020年前后有个巨大影响因素——疫情的事了。反正，我不关心论文作者以及公众号提出的对大学生手机app使用进行干涉的意图真伪了，我只为了说明，论文作者使用原神作为变量是存在巨大争议的。,-1
299,经济学分两种，一种是科学经济学，一种是知乎经济学。科班出身又是搞数分又是搞线代的，又是帕累托最优又是费雪方程式，属于科学的经济学，各种函数各种图表都是算出来的。知乎经济学就不一样了，无论任何经济现象，张口闭口东大药丸。,3
300,不能，但是学好经济学能够让你理解为什么有的人可以轻松挣钱，而绝大多数人只能一辈子当牛做马。就好像学佛并不能真的让你成佛，并不能真的让你涅槃，超脱轮回之外。学佛甚至也不能让你再也不会痛苦，痛苦就是痛苦，逃不掉的。但是，觉悟者可以理解为什么自己会痛苦，可以把痛苦客体化，可以静静地端详自己的痛苦。学好经济学你就能明白什么是你可控的，什么是你不可控的，什么钱你该挣，什么钱是你不该挣的。看到有人一夜暴富也不羡慕，听到成功学大师的言论也就一笑了之。不上头，不情绪化，风险可控。能做到这些你就已经活得很轻松自在了，也不必真的去追求什么大富大贵，那些都是可遇不可求的。,4
301,"泻药。我的理解是：定义一个宏大目标的实质性内容无非是权或者钱，前者为学科认可度，后者为行业认可度。我只讨论前者。首先你这个博士学位若不是在美国等具有经济学主导地位的国家拿的，你的领域又细分的不够明显，未来不太可能在经济学领域有太多的成就和所谓的话语权。假设你不是研究交易策略，高频交易，贩卖因子（否则你大概率也不会有路线选择上的焦虑）而是按部就班从导师那里拿数据代码研究中国经济的，很抱歉，经济学五大这些年对中国经济的兴趣相当暧昧，或者说，他们感兴趣的关于中国议题的数据你压根就拿不到，很多时候文章和研究的结论也都并不美好。比如两篇econometrica上面的文章：Qin, B., Strömbe…查（也就是很多知乎er所一直强调的taste问题）。一些撰写中国比较骄傲的话题的文章，比如AI，基建等，至少在我的经历当中是不多的，在一些field journal上可能会有，比如Is AI a key driving force for Chinese total factor productivity?Economic Modelling, 2025, 还有一些AI和绿色发展相结合的文章，但是…什么话语权。题主接下来有几种选择：1. 开辟一种全新的经济学科，比如Thaler的行为经济学，并且在未来20年里面证明这个学科不是一个niche学科，同时证明这个学科的最大问题存在于假设当中而不是推导当中（比如Black-Scholes，机器学习过拟合等等）2. 绑定一个领域的超级大佬，依赖政治关系而不是学术能力进入核心圈层。鉴于经济学普遍成果的滞后性，可以把27-30-35的岁数往后推3-5年。",2
302,西方经济学只是一套框架，本身没有给出任何结论，每个人都可以根据自己的假设，借助西方经济学的框架，得出自己的结论。而马克思政治经济学的假设，结论都是定死的，不能修改。我相信西方经济学相比定死的马克思政治经济学更有生命力，更有潜力给出丰富的见解。,4
303,作用就是论述当下分配一切合情合理，理所当然。经济学的本质就是宗教，已知市场有效，要求证明市场有效，结果就是循环论证，这样的经济学，能证明出个什么？除了证明有钱人有钱合情合理，穷人穷得理所当然，有任何其他的用处吗？谈到供需影响价格就真的更搞笑了，供需决定价格，那么什么决定供给？供给是你想增加就增加，你想减少就减少的东西吗？抛开社会总体生产水平谈供需，目的就是为了把生产物品花费的单位时间算法模糊出去，但是只要有脑子的都清楚，自由竞争情况下，决定供需的就是单位生产时间。整个边际效用经济学就是一门洗脑学说，为什么要反对劳动价值论，为什么要反对剩余价值，不明白吗？三百年前亚当斯密，李嘉图那帮人为什么要支…家都承认价值的存在，对价值的解释五花八门。不同阶级掌权，对经济的解释就完全不同。大地主掌权的时候，流行的经济学就是重农主义，产品的价值都来自土地。大地主嘛，当然要把自己放在最重要的位置。中国没有重农主义，中国有五蠹之说，商人是五蠹之一。亚里士多德在政治学里，也排斥商人，因为农业为主的经济，地主和自耕农必然反对要和自己分一杯羹的商人。商人地位高，流行的经济学说就是重商主义，经济活动的目的就是为了赚钱…同的价值论，于是经济学就有不断的进化。当然，也可以说是退化。所以，我们能确认的创造财富的过程只有：一些人在一定条件下，生产一定产品。至于怎么解释，就要看谁掌握话语权。无论哪个阶级，都要把自己解释为创造价值的阶级——没有哪个阶级会把自己解释为寄生虫。为本阶级提供理论支持是每一种经济学最基本的功能。每一种经济学的背后，都隐藏着本阶级的诉求。把自己宣传为神圣的科学，不过是自我的掩饰，如同给耶稣画上光环。,1
304,当一个工厂集团，强大到可以满足社会所有需求的时候。那么社会上所有的有收入的劳动者，都必然是这些工厂的成员。不是，要不咱还是学学经济学吧。社会生产价值的人本来就算少数，为了维持整个社会运转，社会需要大量的第三产业从业者来达成社会资源的再分配。如果只有产品的生产者才能拿到收入，那大部分人都要饿死。实际上，世界上大多数国家都是这么干的。苏联之所以最后几年穷成那个屌样，一大原因就是第三产业严重不足，社会做不到财富的再分配。。,4
305,计量经济学模型的准确性已全面劣于深度学习模型一年以来，本该是计量经济学最大靠山和“既得利益集团”的中国社科院，在自家网络宣传平台上发布的文章画风是这样的：近来，美国研究人员将传统经济理论与人工智能模型进行了比较研究，发表了名为《经济模型的迁移表现》的论文。研究人员采用的第一种方法是使用基于风险和回报基本原则的简化模型。第二种方法则采用复杂的算法，类似于Netflix推荐电影或亚马逊预测购物行为的算法。在预测同一群体的行为时，人工智能的表现优于简化模型。俄罗斯国家研究型高等经济大学官方网站近日发文表示，该大学的研究人员发现，机器学习技术在长期通货膨胀预测方面的表现优于传统计量经济模型。研究人员提…由市场”的自由主义阵营才是真正的保守派，以凯恩斯主义、新古典综合派为代表的国家干预阵营才是真正的激进派，虽然后者理论水平依旧有限，在过去和未来将犯下更多致命错误，但他们已经迈出了人类必须要走的第一步。管理者至今缺乏足够正确的经济学理论来实施计划经济，无法精准捕捉千万级变量间的动态交互（如价格管制引发的黑市、短缺等二阶效应），现有经济学理论水平可能只支持小范围、小程度干涉市场。这一原则也逐渐被部分国…，打死不碰转基因食品的家伙。况且，更多经济学者甚至会为了自己预设的立场，通过进一步简化本就相当简化的计量经济学模型、人工选择性使用数据等行为，来提升拟合优度，强行进行拟合，只会放大休谟问题中的归纳漏洞，彻底违背科学客观性——医德败坏推销保健品的医生，让经济学界自己都开始斥责计量经济学是门伪科学。在担心药剂用量前，连吃错药的问题都没解决清楚，还不如相信处在绝望之谷认知层次的哈耶克，两眼一闭多喝热水。,2
306,1、入门。从当前最主流的经济学入手。那就是曼昆《经济学原理》。2、拓宽。（1）看奥派的经济学著作。可以使用卡拉汉《真实的人的经济学》，基本把曼昆那本全部批了一遍。看奥派的目的是提醒你不要陷入公式思维，要多考虑现实因素。（2）看经济思想史。相当于把以前所有的经济学说快速过一遍，要求理解为什么对、为什么错，并与现实进行对照。可以使用，小罗伯特.B.埃克伦德《经济理论与方法史》（3）看哲学方法。波普尔的《历史决定论的贫困》，此书看似文字简单，实际上运用起来很难，可以配合索罗斯的著作一起看。这本《贫困》讲的是非决定论，波普尔也是索罗斯的老师。3、提升陈雨露《中国是部金融史》，政经结合的绝妙之作，历史部分其实可以全部删掉，也不影响该书的观点，历史部分应该是作者考虑读者太蠢、水平太低理解不了，而特地举的例子（故事）。哪怕例子错误，也不影响该书结论成立。作者是央行的大佬。该书的历史部分主要讲了怎么收割老百姓，读懂历史可以避免自己被少收割一些，哪怕你是超级大商人。历史部分再拓宽：《剑桥中国史》，基本所有的收割手段都写清楚了。老外写历史总是直截了当，不像国内历史学家，明明在收割，还要用文字涂脂抹粉。4、以上是不做学术，给门外汉推荐的书单，不需要掌握高等数学、统计方法等基础知识就可以阅读。,3
307,"我把经济学的著作分成了六个等级，一家之言，不喜勿怪，每一个范围内Tx的著作也有优劣之分，请读者明鉴：T6（老毒物），T5（废纸堆），T4（厕所读物：故事会），T3（教科书），T2（优秀课本，专著），T1（提纲挈领的宝藏）T6: （毫无逻辑 & 违背事实）绝对有害的所谓的“经济学”著作，其作者身份五花八门，大多是某大学开设出来的圈钱项目如EMBA，MBA培养出来的高徒，书的扉页一定会强调作者考了多少个屁用没有的经管类证书，附加上和某某名人的合影以及在某知名大学商学院前的自拍。这类作者专注的领域大多是投资学和炒股学，其面向的读者大多是股市赌棍，市井的信息掮客，甚至某些投行从其他领域转金融的…者笼统的关联起来就可以达到结论不言自明的目的。也就是很多读者在阅读T4的时候时常能感到一种明显的“老人味”，因为T4的作者很多确实是从那个时代过来的。代表作有：林毅夫 — 解读中国经济（政治气息浓厚，更多是在论证体制的优越性和反驳西方经济学对中国经济现象的排斥，但事实证明林老先生的判断有时候并不准确）达龙·阿西莫格鲁 & 詹姆斯·罗宾逊 — 《国家为什么会失败》（尽管拿了诺贝尔奖。真的很好…. The Colonial Origins of Comparative Development. AER（制度经济学的典范，但不影响我依旧对这个学科无感）金融经济学：Sharpe, William (1964)Capital Asset Prices: A Theory of Market Equilibrium under Conditions of Risk. JPE（CAPM模型的基础）",3
308,因为这东西对于大多数人来说学了就不是拿来就业的。学经济学一般是为了考公考编。作为人文社科如果想就业的话不如去学会计法学这些实在。经济学这个东西太虚了，比如假定任为理性人，经济人，但是在现实中哪有那么多假设。就算搞金融量化什么的，让预测一下明天股票涨跌一样不行。经济学这东西很难应用。,2
309,经济学是社会科学之王，在一众社会科学里，经济学算是相当难得的还有点儿什么用的。你要是去学个别的，那更是鸡肋。当然，这里咱不和理工科比，因为没有可比性。但是，经济学就业，本科和硕士、博士有着不小的差距。本科你能干啥？家里没资源的，一般就是当金融民工，主要工作就是做营销。要么你去考公，岗位倒是不少。此外，就是做销售了。我本科同学，大多数都是做销售，有卖基金的，有卖理财的，有卖车的，卖保险的等等。当初校招的时候我还差点儿被招到乡镇去卖种子、饲料~~硕士、博士的就业则显然要好过本科生。我几个读硕士的同学，就业显然比本科好了一大截儿。尤其是对于你们这种理工科的人来说，更是如此。理工科数学好，一定要发挥这种优势，并且要保持这种优势。把计量学好，把统计学学好，把博弈论学好，把运筹学学好，把python和大数据学好，要是再能学习下编程什么的就更好了。能搞个模型做分析，跑跑数据，显然就显得比较有技术含量了。研究生毕业以后就业比本科生还是要舒服的多，起薪也更高，发展前途也更好。更何况，你自己本身出身又还不错，考研要是能考个比较顶的院校，充分利用身边资源，就业什么的应该问题不大。当然，你还有条路，就是一路往上走，考研到更好的985，然后出国读博，回来求个教职什么的也是OK的。这条路要走通就是发论文，于你而言应该问题不大，数学好的人发经济学文章还是相对容易的。用STATA或者EVIEWS跑数据，然后码论文就行。,4
310,谁告诉你一百年来富国和穷国的数量比例和地理位置都不变的？——这个说法不符合事实，也就不需要解释……举例来说，韩国和马保国东南的某小岛，都是一百年内成为的富国，欧洲的西班牙事实上也是在一百年内才成为的富国……而与之相对的，南非则是在一百年内转变为了穷国……而制度对于国家贫富的影响确实还挺显著的，尽管具有明确实证证据的，是一些细微领域的制度（例如典型的例子是农奴制），但是如果细微领域的制度都能被明确证明产生了影响，那么更加宏大的制度整体，几乎不可能毫无影响……,4
311,,-1
312,人必修课。社会文化。人的行为。制度问题。生产力。等等都会影响个人利益。看看奥派经济学的视频。入门级别最好。经济学其实是一门有经验的科学。看制度基本就可以预测那群人富有。,4
313,"到佛山大学经贸学院的官网查一下就知道了：研究成果：零；承担项目：零；主要论文：零。粉丝数：<10；年龄：50+；婚姻：未婚；相貌：丑陋；经济学中的需求曲线：不会；经济学中的成本概念：不懂；所做出的预言：全错；结论：没有任何价值的LJ.争议与批评：学术严谨性与跨领域言论基础概念争议多名批评者指责其 ""连需求曲线都不会画""，认为她对经济学核心概念掌握不足，甚至否定专业研究成果在分析实际问题时（如莆田系医院与百度纠纷），被质疑 脱离现实约束条件，过度依赖""消费者完全理性""假设，忽视信息不对称的现实。跨领域言论的质疑在课堂上讨论云计算、搜索引擎优化等非经济学领域时， 被指缺乏专业知识却贬低行业专家，例如宣称""经济学可超越计算机专业经验""学生反映其教学存在 ""自我吹捧""倾向，将课堂变为个人观点输出场所，偏离基础理论教学预测失误与立场偏颇有观点指出她 ""十年前就唱衰中国经济""但未兑现，且未发表经同行评审的学术论文。对""劣币驱逐良币""等经典理论的否定，被部分学者认为 缺乏历史实证支持，仅归因于短期政策干预学术背景与学派归属非主流定位：其著作被归类为 ""非正统经济学""，与教科书体系差异显著，更接近思想启蒙而非学术训练。缺乏学术论文：搜索结果中未提及其在权威期刊发表的论文",3
314,答：没有国内经济学好的大学：清华、北大经济学还算OK的大学：上财、央财、外经贸、西南财经、人大、厦大、南开、复旦、浙大、中山你的分数不够上一所经济学好点的学校，加油提升自己吧,3
315,作为一个经济学专业过来人说说：就业角度1.指望靠专业吃饭，没背景、数学不够强，趁早断了念想；2.数学够强，也没必要靠经济学吃饭，及时转码，相同投入更高产出；3.有背景，那跟是否经济学专业没啥关系；个人觉得（国内）经济学专业最大的问题是：1.主义太多，思想太少，培养不了独立思考；2.公式太多，能落地的太少，屠龙之术；3.高屋建瓴内容太多，实际生存知识太少，容易挨饿；4.知识范围极广，样样涉猎，但样样不精但也不是真说经济学一无是处：1.培养一种有效资源配置，价值最大化思维；2.比其他专业更能理解世界的复杂性（毕竟同一个事情不同经济学流派的解读可能完全相反），少走一些弯路；3.算是对文科生最好的财经专业了；至于职业（有限资源赚更多钱）的建议嘛：1.开拓就业面，转变就业思维，不要让专业把自己就业面锁死，毕竟懂经济学的程序员、懂经济学的产品、懂经济学的运营在业内还是算比较稀缺的资源；2.觉得迷茫，就多和家里有钱的亲戚聊聊怎么挣钱，对经济学专业来说跟人聊怎么挣钱是比看书更能提升认知的事情；3.关注一下WEB3（去中心化金融、代币经济学等）、海外市场（国内已经没啥机会了）、游戏数值设计（游戏经济系统设计还是需要一些经济学知识的）等等，这些都是能和经济学知识结合的增量市场,4
