id,text,score
117,美国人很头痛，说中国不做大哥非要挟美国以令天下美国的经济学家说，中国实在太难搞了，全世界最不愿意去美元化的就是中国，甚至比美国还维护美元霸权，真的是很难缠啊！政客问，“何来此一说？”美国经济学家说，你知道曹操为啥不愿意当皇上嘛，因为汉朝的秩序还在，当时社会上的刺头太多了，袁绍、袁术、刘表、马腾等诸侯割据一方，还有孙权、刘备啥的，都是谁也不服谁的。大哥不是那么好当的。曹操要是自己当了皇上，只会出现两...你们不是反贼是什么。但司马家就不行，抢大哥的位置，随后天下大乱，一塌糊涂。唐朝末年藩镇割据也是这样，你不通过禅让，你抢我，我抢你，谁也不服谁当大哥，随后进入五代十国，又是天下大乱，一塌糊涂。赵匡胤是被属下起哄架秧子当上大哥的，但是他还是个聪明人，说这样不行，如此搞法，必定天下大乱，于是他去找后周皇帝，说大伙儿要我当大哥，你年纪太小了，但是我也不能欺负你，皇帝还是你做吧。年幼的小皇帝柴宗训吓得要死，说我不做了，还是你当皇帝吧。赵匡胤说，我勉强做也行，你得写一个《禅位诏书》通告一下天下，赵匡胤就是这样上台了，他还出了一条规定，“要宽待柴氏子孙，他们后代犯了罪，不得加刑，即使他们后代谋反，只能让他自...你继续当下去，老大并不是被老二逼着禅让的，完全是自己玩不下去，失信于天下，只能自己退位，说实在的，老二确实是迫不得已才去做老大的位置的，如果真的需要中国做人类灯塔，那未来的中国也只能硬着头皮做下去了。,4
118,你有没有想过，为什么身边那么多人明明很努力，却始终摆脱不了贫穷？这里面藏着四个陷阱和大多数人都不知道的经济真相，底层劳动者无法翻身，根本不是他们不够努力，而是有人故意设置了四道看不见的墙，把普通人死死困在底层。这四个隐藏极深的贫穷陷阱，每一个都在悄悄掏空你的钱包。第一个陷阱叫做垃圾桶陷阱。就是让你把钱花在完全不值得的地方。你有没有发现，身边月薪三四千的朋友，手机却要用最新款的苹果，喝咖啡一定要去星...平均数字看起来很美好。但平均从来不意味着平等，就像马云和你平均一下，你们俩都是亿万富翁，但实际上呢？你还是那个为了房贷车贷发愁的普通人。最能说明这个问题的就是汽车市场，一边是各大品牌打的头破血流的价格战，降价幅度一个比一个狠，恨不得提前卖车，另一边呢，小米那款超过50万的豪华版汽车却是一车难求，有钱人排着队等着提车。说明普通老百姓确实在勒紧裤腰带过日子，能省就省，能不买就不买。而那些真正有钱的人依然很有钱，该花的钱一分都不会少。有人可能会疑惑，前几年不是还在消费升级吗？喜茶、奈雪这些网红品牌不都是那时候火起来的吗？杭州2019年还出现了13个万人摇号的楼盘，怎么可能一夜之间大家都没钱了？其实不...感悟生活百态，用文字传递力量：丨文化根脉丨破迷成长丨女性力量丨搞钱思维丨在这里，读懂规则，掌控人生。感谢我们能在此相遇。点击可阅读公众号原文 》》>>>大多数人都不知道的经济真相大多数人都不知道的经济真相,2
119,山东GDP要挤水分，把上缴中央的财税列出来，再把普通老百姓的可支配收入列出来，然后就会发现：和山河其他三省一样穷。西部省份的劳动力没人愿意来山东打工，山东没有用西部的电力，人均GDP和可支配收入都低于川渝。山东的全部的黄金和石油，部分煤炭产出全部归了上级。山东的老百姓种粮食蔬菜水果养殖牛羊猪鸡鸭鹅，挣不了几个钱，还得死守耕地红线。收入远不如在大城市打工的中西部老乡。中西部省份高铁大部分是铁道部投资... ，金融圈已经形成了如下下图的共识。投资版图之外的地区，让他们没法通过股票，债券，股权获取超额收益，媒体作为喉舌，就像华尔街之狼驮着的那个狈，对资本之狼谄媚，跟着一起收割 ， 吃肉吸血，这些牛马，遍布全国各地。而很多牛马们，给这些资本之狼打工，觉得能分点骨头渣，就觉得自己也成了肉食者，殊不知每次都是他们被收割的最狠！山东所谓的“落后”，就是各种优质资产没法证券化，金融圈资本，互联网资本，没法在这里大快朵颐，什么河马生鲜，什么各种买菜团购，什么山姆会员店，什么辉超市 ，这些收割都市中产的东西。山东从农业到工业，尚未被两三角资本家实控，现在从舆论层面开地图炮，让年轻网民对山东老家产生绝望感，留在新...普通一点的，去了嘉兴湖州台州佛山东莞惠州。去年中秋 在深圳出差，就遇到过一个烟台莱阳的90年的李姓小伙，老婆河南商丘鹿邑县的，在惠州买房定居，月供五千多。这种舆论节奏继续带下去 ，山东就是下一个河南。,3
120,兰德公司在十年前预测是2030年，因为预测美国的武器装备优势会维持到2030年，2030年以后，中国的武器装备会超越美国。前些年兰德公司预测进行了修改，不过，不再以武器装备的先进性来做论据了。他预测是2025年，后来又改到了2027年。美国的国防部之前也预测是2027年。我也基本预测在2027年。根据中债登发布的月报数据，截至今年8月底，国债发行量已经达到10.37万亿，相当于去年全年发行规模的8...的统计数据，以前是使用gnp，即国民生产总值，因为以前资本对他国投资的额度是有限的，到了80年代以后，发展中国家增长额中很大部分是发达国家投资。以中国来说，在18年以前，中国80%的出口顺差由外资创造，如果使用gnp，中国的经济增长率会变低很多。另外，在1973年布雷顿森林崩溃以前的金本位时代，债务是刚性兑付，不像现在是信用货币时代，可以靠印。那个时代财政收入不足，就需要靠国债补充，这就是我一直都在反复说，资本主义的货币其实是国债?。那么就和一个人一样，你越是穷，大家就越不想借钱给你，你越是富裕，就越是会借钱。所以德国以及其他后发的帝国主义国家，其实面临的刚性兑付的国债其实更大。像德国，日本这...像现在的波兰，俄乌战争以后，已经扩军备战三年了，不打，那不就是对军备的投资打水漂吗？手握锤子，看谁都是钉子，手持利刃，杀心自起。不管是不是俄罗斯挑起的，这大波波，显然已经按捺不住自己想锤俄罗斯的心了。,3
121,近几年，网上流传了一个说法，叫“五省三市养全国”。简单来说，就是2022年，全国仅广东、江苏、浙江、山东和福建五个省，还有上海、北京、天津三个市净上缴税收为正，其他省份均为负数。为啥会出现这种情况呢？网上也给出了答案，什么东北国企负担重，华北经济转型开始亏，西北老少边穷要大补，西南全部亏，中部六省崛起正在烧钱。结果就是西南北中全靠财政盈余的五省三市养，从财政盈余中转移支付进行贴补。所以很多人就得出...达到了一亿。为了保证用水，埃及修建了阿斯旺水坝，大坝将尼罗河拦腰截断，形成了巨大的纳赛尔人工湖。这个人工湖蓄水能力为1689亿立方米，可以容纳尼罗河全年的径流量，埃及总算不用为水发愁了。因为纳赛尔水库用了一部分苏丹的国土，所以两国签订协议，埃及拥有66％尼罗河水资源，苏丹拥有22％尼罗河水资源。但是这个协议一签，上游其他国家不干了。根据埃及和苏丹的协议，上游国家将只能得到大约12％的尼罗河水资源。这明显不公平，大家都是上游拿捏下游，哪有下游拿捏上游的道理？于是对尼罗河水量贡献占60%的埃塞俄比亚也和尼罗河上游的卢旺达，乌干达等国签了一份协议。认为上游国家有权均等分享尼罗河水资源，有权在本国境内...一条心，协同发展共同富裕，才是事实的真相。这里是@猫哥的视界，更多深度内容，可以?我个人V??hmgg018;公众号（转载联系）：猫哥的视界、猫哥的世界；今日头条：猫哥的视界；哔哩哔哩：花猫哥哥713,3
122,-01-从2003年3月卸任国务院总理后，朱?基很少在公开场合出现。朱?基是唯一一个没有连任的总理，但民众却对朱?基总是念念不忘。史学家黄仁宇曾经感慨：“全世界最伟大的领导人也只能在它的运动曲线上施加短期的影响力。”而他的影响，17年过去了，一直还在，起码，人们一直记着他。他不在庙堂多年，但江湖依然有他的传说。公众对他的关注，丝毫不减，人们总是喜欢谈论他。他不怒自威，但又慈眉善目，他充满个性魅力，...图着急了，不断向朱?基递纸条，上面写着“国务院没授权”。但朱?基一拍桌子，说：“龙永图，你不要再递条子了。”当美方抛出第4个问题时，朱?基提出，“后面4个问题你们让步吧，如果你们让步我们就签字”。5分钟之后，美方同意了中方的意见。当天下午4点，中美关于中国加入WTO的双边市场准入协议签署，双边谈判正式结束，也为中国与其他主要贸易伙伴的谈判奠定基础。这就是被国人传为佳话的“龙永图，你不要再递条子了”事件。当时，国内的舆论有点怪，坚决主张“不能拿原则做交易”，明眼人一眼就看出，这句话的所指，就像是屈辱签约的李鸿章。这个被影射为李鸿章的人，就是朱?基。但朱?基洞若观火，甘冒被误解和指责、担责的风险，...搏击过、征服过。这就是信心。如今，人们之所以喜欢谈朱?基，也许除了想念，更因为他本身就是改革的象征、开放的化身。是的，改革开放，是邓小平为中国人民选择的最正确的道路，它改变了中国，也改变了世界的格局。,5
123,1984年，大陆的工业发生一件大事，开始禁止工人在生产车间拉屎撒尿。这是从哪家企业开始呢？就是如今著名的海尔集团,3
124,中国人很难理解俄罗斯，因为俄罗斯面临的问题，我们从来没遇到过。绝大多数人都被地图骗了，以为俄罗斯是一个1700多万平方公里的超级大国，而实际上，它只有200多万平方公里。之前我们讲欧洲为什么没有统一时，讲过欧洲地形，最大的问题就在于欧洲北部是个“大通铺”。西起大西洋，东到乌拉尔山，分别是西欧平原，波德平原，东欧平原，上千万平方公里一马平川。没有高山大河阻隔，就意味着没法步步为营一点点儿蚕食土地。就...罗斯国徽，双头鹰。从此，俄罗斯也开始了长达5个世纪的扩张之路。从基辅罗斯的弹丸之地，到前苏联时超过2000万平方公里国土面积，足见其对领土的渴望。过去提俄罗斯扩张，给的理由就是寻找出海口。可问题是，找到出海口又能怎么样呢？最多做点贸易，建个海军，可这些毕竟属于锦上添花，应该不至于让俄罗斯人几百年不计代价地扩张吧？人，只有为了生存，才会玩命，俄罗斯人也不例外。现在我们回答开头提出的问题，为什么说俄罗斯只有200多万平方公里？因为别看俄罗斯面积大，但乌拉尔山脉以东，是广阔的西伯利亚平原。那种鬼地方，除了寒流什么都没有。冬天动辄零下几十度，人类根本无法生存。只有南部边缘地带有人类活动，而且人烟稀少。...利，饶是这么吸血现在身板都扛不住了。其他国家哪来的自信学人家，一学一个“Shit Hole”？真正能发展生产力的，只有“民主集中”，看看东方。孰优孰劣，高下立判。反正收藏你也不看，点个赞意思下得了……,2
125,1，芒果骗局，这曾是特斯拉用过的一个面试题，是曾经在一个商人身上真实发生过的故事有一个村子，村子里的人都是不爱吃芒果的，现在你手里有大量的芒果要卖给他们，你会怎么办呢现在告诉你那个阴险的商人是怎么做局的商人每天都去村里大喊谁家有芒果啊，我要大量的收购商人刻意制造需求，在商业思维中这就叫无中生有商人每天都去收购芒果。每天的收购价格都不一样，第一天收购十元，村民不知真假 ，试着给了一个芒果商人果然给了...力这个东西发挥到了极致，所以当我们生意不好的时候，或者不知道做社么生意的时候，关键原因是我们的思维段位还不够。3为什么你的东西一直坏190这是一个阴间的搞钱手段，叫阴侵阳道局。美国的苹果，微软，日本的索尼，韩国的三星都是靠着这一手原地起飞，全球捞金，及时到今天，还有无数的奸商在沿用这个局，这个名字出自一个神话小说，叫搜神记传说。古代经常闹鬼，于是老百姓就请来了驱魔人帮忙抓鬼，驱魔人团队有两个人，一个师傅，一个徒弟，都穿着道袍背着短剑看上去就很专业。到了现场师傅先是召唤天眼四处看了一遍，发现闹事的都是一帮刚毕业的小鬼发力都很弱，于是就给徒弟使了个眼色，意思是这种小脚色就交给你练手了，徒弟心领神会...转了五次账，所以创造了五千元的GDP，所以如果市场萎靡，比如现在市场不好的时候，人民一直在存钱，市场就会越紧缩，你就越难赚钱所以这就是为什么资本家一直鼓励我们消费，如果我们不消费，他们就很难割我们韭菜,3
126,乌兰巴托是外蒙古的首都，也是外蒙古最繁华的城市。有多繁华呢？乌兰巴托一个城市占了外蒙古40%的人口和接近2/3的GDP，而且遥遥领先于第二名。这个遥遥领先，远远突破了正常中国人的认知范围。外蒙古面积156万平方公里，是世界上国土面积第19大的国家，但只形成了4个大城市。其中第一大城市乌兰巴托人口140万，第二大城市额尔登特人口9万，第三大城市达尔汗人口8万，第四大城市乔巴山人口4万。外蒙古还有很多...界最顶级，是全球人均水资源最高的国家之一。看似外蒙古很干旱，但真实的外蒙古拥有3500个湖泊，7000多处泉眼，3800条河流，其中的最大湖泊苏古尔湖，最深处244米，号称贝加尔湖的“姊妹湖”。仅仅这一个湖的淡水资源储量就高达3800亿立方米，相当于中国所有淡水湖总和的1.7倍。整个外蒙古淡水资源量为6080亿立方米，而且抛开那3500个湖泊，只计算地表径流，也就是通过3800条河流蔓延在地表的水流量，每年也有350亿立方米。如果按淡水总量算，外蒙古的人均水资源量为19万立方米。即便只按地表径流算，外蒙古的人均水资源量也达到了1.1万立方米。外蒙古是世界上最不缺水的国家之一，人均水资源量远超世...到了这一奇迹，宁可靠这个赚钱都不愿意给本国的矿山修铁路。所以这么多年过去了，坐拥海量资源的外蒙古，最后穷成了现在的这个样子。作者：远方青木（ID：YFqingmu )原文：乌兰巴托，外蒙古最繁华的城市,2
127,靠着倡导来搞反内卷，与死道友不死贫道没有什么本质区别，现在的核心问题是博弈和法制化，违反什么规则就按照什么规则处罚，比如反垄断，反不正当竞争法来规范，如果都是人治，这个话语权高的说这样搞，换个负责人就是另一个思维了，尺子标度不清晰，大家也不知道底线在哪里，必然不断地试探底线，至于行业自发的反内卷，很多时候都很难成功，比如之前的价格联盟，谁会让出自己的市场？不可能的。我们再看内卷的经济影响，表象来看...烧钱受阻，那么一系列的生产链都会受到资金问题冲击。从经济角度来看，好像内卷就是大家一起利益受损，但为什么大家还要比别人更积极的干这个事情，取决于21世纪最赚钱的两个方向，一个是流量，另一个就是金融，内卷是因为有巨额的金融收益，烧钱最终目标就是冲击IPO，一旦成功，就意味着巨大的财富，前面的风险投资也就不是事了，至于上市以后的利益分配，那就看企业的良心了，反正前面的人可以套现离场，把公司卖给股民也不是不可以，或者说很多企业的目标本身也不是消费者口袋的钱，而是股民的，如果没有金融预期，谁愿意干出力不讨好的事情，前面投资人也不是傻逼么，那么烧钱不就是为了更高的收益么。最后，和政策干预也有一定的关系，...些又都指向了唯GDP论，税源前置，大家其实就是死道友不死贫道的心态，能达成缩短付款周期（本该如此），已经是不错的突破了，至于打破内卷，增加附加值，需要的经济环境就复杂多了，绝对不是几个倡导就能扭转的。,2
128,资产负债表衰退就是这样的，直接去看辜朝明的大衰退就好了。日本的衰退不是因为供给不行了，实际上90年代到现在日本的工业虽然也有下滑（赶上史诗级工业克苏鲁没办法），但是总体上在全球还是挺有竞争力的，主要企业业绩啥的也都一直还行。但是资产泡沫快速破灭让很多个人和企业陷入了一个很诡异的“净资产为负但净利润为正”的状态。于是赚钱的第一诉求就是还债，直接导致总需求不足，经济增速拉不起来，发展停滞。如果对这个不...的技术变革的时候/中短期的时候，往往还是总需求比总供给更加决定经济增长。所以日本就变成了这样。总需求停滞不前，长期0通胀甚至通缩（你能想象包装食品十几二十年不涨价甚至降价吗？）看看这可怜的CPI数据但是，说日本是经济困局，也对也不对。从数据上看，日本确实有一个“失去的20年”；从代际来看，团块次代失去了一切，阶层板结、社会活力下降也是不争的事实。但是日本毕竟比较早成为了一个发达国家，搞过国民收入倍增计划和一亿总中流、收入分配固然有代际、性别等矛盾但总体还算平均，有还不错的社会保障体系（当然仍然避免不了老龄化加重以后的一亿总活跃和老人持续工作）。所以尽管大面上日本经济停滞，有一代人几乎失去了一切...，所以总和生育率还没有发生断崖式下跌，让老龄化这个事儿多了一些“事缓则圆”的空间。所以在资产泡沫破灭、经济增速放缓和长期通缩、人口老龄化，三重打击之下还能维持这样的日本，我个人觉得已经算是做的不错了。,2
129,看抖音吗？看各种短视频吗？里面提到的那种山东大集，很多所谓的网红都是过来体验一种：爷很有钱的消费降维打击。但对于真真正正的山东乡镇和各种农村人来说就山东大集的物价，他们也不能放开了花为什么？,3
130,昨天下午在院子里晒太阳时，右边的邻居在不慌不忙的腌制腊鱼，她平时都在城里帮着儿子媳妇带娃很少在家，几个婆婆在旁边一边看她腌鱼一边问，你怎么回来住了，你孙子谁带，邻居拖着声音音调放低了很多，害，媳妇那个班不上了呢，服装厂里，上一天休五天，这班还不如不上，干脆回来带娃算了，我也轻松点，语气里掩盖不住的无奈。我起身去给花浇水，在公用水龙头打水时，村东边的婆婆正在这里洗衣服，唉？你不需要帮助儿子媳妇带娃吗，她说，儿媳妇自己带，自己老两口就在家种地了，今年地也不打算种了，去年种地买肥料用了4000块钱，结果玉米收了总共卖了3600，一年辛辛苦苦干下来还亏了400，她一边揪衣服一边苦笑着说…太阳落山了，卖菜的邻居拖着一车藕回来，准备明天早上拉到菜场去卖，他把不要的小藕清理出来，让我拿回家喂鹅，我一边捡藕一边跟他有一搭没一搭的聊着，你们生意还可以吧，他头也不抬的拉长音调回答说，不行哦，现在生意越来越不好做喽，赚不到钱吆，我说，经济再差再次，总会要吃饭的啊，不能不买菜啊，他说，现在很多人都不打工了，回来干这个行业了，做的人多了，竞争大了，所以赚不到钱了，说话间洗藕的水枪把他的衣服都打湿了，这个将近六十岁的男人被泥巴溅的满脸…,2
131,一个贵州妹，17岁结婚（办酒但没证），次年给老公生一个男娃，受不了家庭暴力，19岁就跑到湖北打工，和一个男人同居3年，帮这个男人生了个闺女，后来男人又和一个女的眉来眼去，勾勾搭搭，一气之下，跑回老家（女儿没要）回去以后，看见丈夫整日赌钱，赌完了，就喝酒，喝醉了，就打人，家里破破烂烂，家徒四壁，儿子搞的和乞丐一样……还远远不如湖北生活，又跑了最后，来到我们江浙沪无锡……经人介绍，和如今的丈夫，领证结...水平来说很高了，男方女方亲戚轮流看着她，看的死死的，她自己也明白，偷偷跑出去基本没戏.....男方为了“买”她，（贵州妹不认为这是婚姻）负债累累从爷爷奶奶接触男方 到她出嫁 时间很短 严防死守生完了 第一胎 老公婆婆家的监视才松懈下来.....自己撒谎，说母亲如今在广州混的不错，要给女儿一笔钱，婆婆老公都穷疯了，催她去广州拿钱.....去了广州，虽说，妈妈给钱是骗老公和婆婆的借口，贵州妹真的去找妈妈了.....外婆给的地址，妈妈早搬了......贵州妹兜里就只有80元了.......贵州妹遇到了人生第二个重要男人（湖北佬）.......最后湖北佬带着贵州妹 回了湖北老家，这段故事其实非常曲折，...不一定是天降的对手 未来的事情 取决于孩子们自己 顺其自然 2024暑假 贵州妹去拜访上海一位老乡 回来请我一家吃火锅 应该是有所感慨说：你一出生就有的东西.....我爬了28年 吃够了苦头 才拿到手,3
132,功德无量。再强调一遍，前三十年根本不存在右厨农友所谓的剥削农民养活工人，而是农民和工人互相养活。解放前中国人口达到了四亿，几乎全是农业人口。落后的农业耕作水平，加上小农经济和市场化下，农民的产出根本养活不了自己。你没看错，到了民国时代，农民靠种地连自己都养活不了。农民不是只吃饭就能活下去的自然界动物。农民也要穿衣服穿鞋，也要住房子，要买种子，买农具，租地，农民也有业余生活，要听戏要抽烟要喝酒。民国...食。而这一切都离不开工业化。比如都不管别的，光要顶西方廉价粮食倾销，就必须要有强大的国防。否则人家炮舰往门口一停，你就必须开门“自由贸易”。而代价就是要搞统购统销，以国家力量控制粮价以及粮食分配，保障公平。右厨农友只片面强调农民的产出要上缴，却不提工人的产出是全部上缴的：王进喜能把打出的石油留下一部分吗？一汽的工人能把汽车开回家吗？右厨农友还总造谣新中国工人生产的都是废铜烂铁。然而那个时代以两弹一星核潜艇、南京长江大桥为代表的新中国工业只能是技术、设备、材料、物流、电力、人才、管理等等方方面面工业化体系的结果，不是废铜烂铁能解释的。而相对应当初的农业产品是什么水平？上百人耕作产量赶不上西方发达...都有付出，都有贡献，都有收获，谁也不欠谁的。而且是工农兵都是为建设新中国出力，同时都享受了新中国建设成就带来的好处，压根没有新中国欠了谁一说。挑拨工农矛盾的都赶紧省省，别搞五官争功那套把戏，收收味哈。,4
133,这是人类历史上的高光时刻。我们可以如此总结现在的生活，而这一切都得益于以经济增长为驱动力的本质。用最通俗的一句话来形容就是：为了过上更好的日子，我们因此要发展经济。但这话说起来容易，做起来却并不是那么简单。世界贸易体系如今的形成，很大程度上要追溯到二战后确立的世界体系以及格局，从而让人类文明登上一个空前的高度，这个高度从此摒弃了土地的重要性，否定了依靠战争的掠夺，带来了人类历史上前所未有的和平以及...人类以农牧业为基础的经济时代，离不开土地资源，因此战争频发。而到了现代，尤其是二战后，随着技术的发展，贸易成本大大降低、农牧业不再是唯一支柱的产业，技术的进步大大提高了生产效率，人变得越来越重要，土地反而不那么重要。在这个基础上，以人为本的思想开始在欧洲发芽，人文主义、人本主义思潮的出现，加上技术的进步，如今的经济已经不再依靠掠夺获得，而是依靠人口带来的消费、投资、进出口来增长。在这个新的国际秩序下，战争发生的频次越来越少，除了一些特殊地区，基本上很少再发生大规模的战争。从这个角度讲，经济概念的出现，以人为本思潮的出现，让各国都以经济发展为前提。那经济如何才能发展呢？至少和平是一个必要条件。经...会之中，需要交易、需要买卖、需要雇佣和被雇佣，每个人都追求最大程度的利己，其实就是利他。end.作者：罗sir，新青年的职场内参。关心事物发展背后的逻辑，乐观的悲观主义者。关注我，把知识磨碎了给你看。,4
134,要警惕日本过去二十年一直在发生的事情。银发经济变成了对于有积蓄的低认知老龄人群的系统性诈骗的纵容。我们现在这个苗头很大了已经。,2
135,我四川人，公司总部在北京，老板是一个河南人，公司也有很多老家河南河北人。我的感觉就是河南河北人活的很累，老一辈就不说了，新一代三十来岁的年轻人为什么也要活的这么累？没苦硬吃那种。刻板印象河南河北这边的人在中国算勤劳那一批的，但是感觉他们勤勤劳劳一生就是为了四件事，“买房”，“结婚”，“生娃”，“养老”，其他穿的不冷，吃的不饿对付一下就行了。和河南同事比起来，他们在北京比我在成都工资是要高一截的，但...，身处底层却乐观向上，活在当下。其他大大小小农村up总是介绍吃啥做啥，视频虽然看起来当地地区条件不怎么样，但是视频风格却总是轻松愉悦。现在算是苦过了吧，为什么不能好好享受一下呢？总把万一哪天怎么怎么样挂在嘴边，自己吓自己，一辈子都活的心累，还要感慨一下自己这辈子怎么活的那么累？作为一个外人看来，特别是川渝人看来，你们是整体性文化内卷，比卷全国都数一数二那种。川渝人也穷也苦也勤劳，全国各地的夫妻档川菜馆子，新疆摘棉花，川藏线上修公路电塔的也都是四川人居多。这些父辈的穷苦大众代表，他们工作结束之后至少会买半斤肉炒盘回锅肉下酒，而不是啃两个馒头对付一下不饿就行了。花不了几个钱但是生活感受完全不一样，...的人知道了一定会伤心的吧。如果父母为了给我买房，或者为了我结婚，在外辛苦工作还舍不得吃穿，就是为了给我省几块十几块，把日子过得一把辛酸。我看到了一定会非常辛酸并有负罪感，我宁愿不买这个房，不结这个婚。,3
136,所以说火影为什么结束那么久了，热度还是在这里。因为人家的逻辑是说的过去的。忍者世界里，最高战斗力代表一切。雨村只要半藏，长门，小南有一个在，雨隐就是能上桌的大国。这三个没了那就是一个垃圾小国可以随意拿捏他。蛇姨在音隐村就是大国，蛇姨不在了音隐就是垃圾了。五大国之所以是五大国那是因为他们能持续诞生影级别的强者。跟小国不同，小国比如雨村必须运气爆棚才能遇上两个影级：半藏和小南，一个超影：长门。音忍是碰上了大蛇丸出逃才有一个影级。而五大国系统性的培养体系是他们最强的地方，每一代都有影级强者。哪怕是最垃圾的沙村，也是千代，三代风影，蝎，四代风影，我爱罗。中间没有出现过影级强者的断层。影级这个就类似于玄幻小说里面的圣阶或者圣域一样。一旦到达这个层级堆人数就没有意义了。类似于二代水影跟忍者联军的战斗，花式吊打他们。除非碰上三代雷影这种脑子坏掉的莽夫，就是要硬钢。二代水影和三代雷影最后也都是同样影级别的我爱罗和鸣人打败的。这才是大国最恐怖的地方，哪怕影级对于大国来说也是耗材。你雨村死三个就不行了。不好意思。我木叶死了四代，有三代，死了三代，有自来也，死了自来也，有纲手，纲手晕了，有团藏，团藏死了，有卡卡西。死了卡卡西，有鸣人。你雨隐只能强盛一时，而我木叶才能世代称霸。二代水影，轻松击败所有的联军三代雷影以一敌万哪怕只是精英上忍，也能轻松秒掉十一个中忍级别的人,-1
137,5月10日，广东揭阳。揭阳市揭西县后埔村，村民称电费从3毛涨到6毛8交不起，且是阶梯收费，超过200度后变为9毛多，“当地平均工资两千，夏天电费都要一千，根本交不起”。村民张先生说，电费3毛钱是之前村里老人义务给当地政府修建水库出了力，和政府之间有合同，约定给村民福利，中间历经几次电改，变为3毛，现在因南方电网入驻又涨为6毛8，大家无法接受。 南方电网工作人员称，合同是历史遗留问题，电改是政府要求，跟电网无关，有问题找村委和政府。后埔村村委人员回应“这个是电网的事，我不是书记，不要问不要问了”。,2
138,天涯神贴：《你所不知道的冰冷的经济真相》原作者：flp713以下是原文内容：最近兄弟确实闲得蛋疼，所以这里给文盲们开个宏观经济的扫盲贴。 首先从一个大家都很熟悉的名词说起吧。今年CPI连创新高，管理层也压力很大，高层表态几乎惊人的一致：“当前，宏观调控的主要任务是保增长，控通胀。”现在第一个问题就出来了，何为保增长?通俗的说就是保8也就是保证GDP 年增长率不低于8%。这个目标近几年似乎颇受民间...台了个4万亿刺激计划(实际上算上地方政府投入，已经达到10几万亿的惊人规模)。那么，这4万亿的钱从那里来?中央财政每年都是赤字，可能很多文盲都猜出来了，这4万亿很可能大部分都是川哥偷偷印出来的。所以，到了2010年后我们的CPI才会连创新高，神奇的猪肉又冲上20几元的高峰。最后，政府主导经济导致财富浪费严重。 一方面财政年年以超过30%高速增长，今年已经突破10万亿的收入了！(感慨下)，财政赤字却年年创造新高(从90年代到2010年，年年财政都是赤字，而且步步攀升，去年已经突破万亿)，另一方面年终政府突击花钱数字也是年年创造新高(去年是2万亿，今年将超过3万亿)。好吧，这个问题先打住。兄弟是...想想怎么开始保护我们自己的财富。对！在，保护财富比创造财富更重要。 回到前面出口的话题，当前人民币处境确实尴尬：到底是升还是贬?原文很长，这里只是节选了一部分，完整版已整理好了感兴趣的小伙伴自行保存,2
139,最近出现了一个神奇的事情，那就是“全女经济”竟然开始崛起，啥意思呢？比如说去街上开一家酒吧、书店或者健身房，里面的工作人员全部都是女性，而且服务的对象也都是女性，这种不对男性开放，只做女性生意的商业模式，就叫做全女经济。之所以会流行这种商业模式，主要有两方面的原因：第一，前些年美团CEO王兴对消费市场做了一次全面且深刻的调研，最终经过大数据的分析，得出了一个影响力深远的排名，也就是所有人都知道的消...女书店，或者是全女健身房，几乎全都是开业即倒闭，目前最快的倒闭纪录是一家全女酒吧创造的，开业13天就关门大吉。我特意去进行了调查研究，最后发现这些全女店铺倒闭的原因都非常滑稽，不信我给大家讲几个听一听。第一个倒闭原因，对员工的压榨到了极限，连黑心工厂都直呼内行。为什么这样说呢？你看啊，我们出去打工，是不是都有工资可以领？哪怕是最黑心的老板也不敢完全不发工资吧，但这些全女店铺的老板那是真的狠，她们在招人的时候就没想过给钱，招聘信息清一色的是这样写的：1. 只要女生。2. 做二休一，每天6小时，需要有专业技能。3. 可以包吃包住。然后最关键的薪酬问题，她们一问一个不吱声，等到别人去了之后才发现，竟...改几十遍，而且她们的内部关系也非常复杂，员工之间经常发生各种矛盾。而这家公司从员工到高层，一大半都是女性。很多案例已经证明，全女经济这条赛道恐怕是走不通的，只不过很多人不信，最终只能让现实教她们做人。,3
140,2025年了，回过头来再说这个问题。与这个答案下面众多嘲讽不一样，题主能问出这个问题，表明他对山西是真的关心，而且看到了实质。说点与高赞答案不一样的吧，老规矩，先说结论：1、政府负债率不高，但不代表政府的金融风险不高，山西省国企债务率很高，煤炭下行阶段很容易出现风险，政府与省属国企高度绑定，省属国企的风险会引发比政府风险更大的问题。2、居民负债率不高，但看怎么定义负债，如果只定义是借银行的钱，那负...（我印象中学习好点的学生都不想报考选调生了，唯一的想法就是考研赶紧出去，你能想象这是山西？？）。所以综合来看，山西省政府的金融泡沫并非不存在，一旦省属国企大面积亏损，必然会向政府端传染，必然会挤占政府的其他支出，会产生比政府性风险更大的影响。二、如何正确理解山西的居民负债率？从存款来看，根据deepseek，2024年山西住户人均存款达?11.6万元?，排名全国第7位，显著高于全国平均的10.7万元。但区域差距较大，省会太原2023年人均存款16.2万元（全国第5）。从体制内指数来看，太原缴存公积金人数体制内占比为66.59%，排名全国主要城市第4。从可支配收入来看，2024年山西居民人均可支...管人士瞎逼逼的，他但凡了解山西省属国企的历史都说不出这种话。山西省属国企把信用看的比命都重（尤其是债券市场，债券违约天下皆知，银行违约还相对可控，展期即可）。建投能做出这一步，基本意味着是实在是没钱了,2
